club_name,club_logo,fm_name
Energetik-BGU Minsk,https://tmssl.akamaized.net/images/wappen/small/27204.png?lm=1641024213,Energetik-BGU
None,None,VPS J Akatemia
Sollentuna FK,https://tmssl.akamaized.net/images/wappen/small/23224.png?lm=1489427546,Sollentuna FK
FC Jazz,https://tmssl.akamaized.net/images/wappen/small/23203.png?lm=1447956350,FC Jazz
Niki Volou,https://tmssl.akamaized.net/images/wappen/small/5572.png?lm=1541924699,Niki Volou
Larne FC,https://tmssl.akamaized.net/images/wappen/small/3461.png?lm=1567624408,Larne
FK Vitebsk,https://tmssl.akamaized.net/images/wappen/small/17959.png?lm=1436043493,Vitebsk
FCV Farul Constanta,https://tmssl.akamaized.net/images/wappen/small/29831.png?lm=1629303713,Farul Constanţa
Kidderminster Harriers,https://tmssl.akamaized.net/images/wappen/small/1195.png?lm=1632917883,Kidderminster
Gateshead FC,https://tmssl.akamaized.net/images/wappen/small/3456.png?lm=1415811490,Gateshead
Fjölnir Reykjavík,https://tmssl.akamaized.net/images/wappen/small/21855.png?lm=1423493644,Fjölnir
Manchester City,https://tmssl.akamaized.net/images/wappen/small/281.png?lm=1467356331,Chester
None,None,Shimshon Kfar Kasem
FC Slavoj Vysehrad,https://tmssl.akamaized.net/images/wappen/small/18858.png?lm=1447002467,Vysehrad
FK Obolon-2 Bucha,https://tmssl.akamaized.net/images/wappen/small/76012.png?lm=1636730565,Obolon-2 Bucha
Keflavík ÍF,https://tmssl.akamaized.net/images/wappen/small/8037.png?lm=1423493482,Keflavík
Sandecja Nowy Sacz U19,https://tmssl.akamaized.net/images/wappen/small/25758.png?lm=1541837335,Sandecja
King's Lynn Town,https://tmssl.akamaized.net/images/wappen/small/38899.png?lm=1654448865,King's Lynn
Minyor Pernik,https://tmssl.akamaized.net/images/wappen/small/19215.png?lm=1629872857,MP
Oskarshamns AIK,https://tmssl.akamaized.net/images/wappen/small/28447.png?lm=1463938821,Oskarshamns AIK
Clyde FC,https://tmssl.akamaized.net/images/wappen/small/2575.png?lm=1552849244,Clyde
Hereford FC,https://tmssl.akamaized.net/images/wappen/small/46842.png?lm=1436111903,Hereford
Skeid Oslo,https://tmssl.akamaized.net/images/wappen/small/6469.png?lm=1480875710,Skeid
Altrincham FC,https://tmssl.akamaized.net/images/wappen/small/2962.png?lm=1410338131,Altrincham
Arendal Fotball,https://tmssl.akamaized.net/images/wappen/small/36486.png?lm=1685457831,Arendal
Chorley FC,https://tmssl.akamaized.net/images/wappen/small/13286.png?lm=1631286623,Chorley
Ripensia Timisoara U19,https://tmssl.akamaized.net/images/wappen/small/86166.png?lm=1618761119,Ripensia Timişoara
Pogon Siedlce,https://tmssl.akamaized.net/images/wappen/small/4896.png?lm=1482666007,Pogoń Siedlce
Maccabi Herzliya,https://tmssl.akamaized.net/images/wappen/small/8907.png?lm=1455346830,Maccabi Herzliya
Woking FC,https://tmssl.akamaized.net/images/wappen/small/2796.png?lm=1629214400,Woking
FC Halifax Town,https://tmssl.akamaized.net/images/wappen/small/1127.png?lm=1415811758,FC Halifax
Hacettepe Spor,https://tmssl.akamaized.net/images/wappen/small/10483.png?lm=1441763512,Hacettepe Spor
HNK Vukovar 1991,https://tmssl.akamaized.net/images/wappen/small/456.png?lm=1695980131,Vukovar 1991
NK Dugopolje,https://tmssl.akamaized.net/images/wappen/small/11148.png?lm=1438118452,Dugopolje
Szentlőrinc SE,https://tmssl.akamaized.net/images/wappen/small/30624.png?lm=1575568511,Szentlőrinc
Eastbourne Borough,https://tmssl.akamaized.net/images/wappen/small/3713.png?lm=1687377631,Eastbourne Boro
Fredrikstad FK,https://tmssl.akamaized.net/images/wappen/small/3837.png?lm=1697453990,Fredrikstad
IF Sylvia,https://tmssl.akamaized.net/images/wappen/small/8985.png?lm=1411061812,IF Sylvia
Lindome GIF,https://tmssl.akamaized.net/images/wappen/small/22342.png?lm=1489608550,Lindome GIF
Nyköpings BIS,https://tmssl.akamaized.net/images/wappen/small/8010.png?lm=1420993458,Nyköpings BIS
UMF Afturelding,https://tmssl.akamaized.net/images/wappen/small/21881.png?lm=1423495038,Afturelding
Dartford FC,https://tmssl.akamaized.net/images/wappen/small/4074.png?lm=1701619121,Dartford
Arbroath FC,https://tmssl.akamaized.net/images/wappen/small/3021.png?lm=1552848479,Arbroath
AFC Telford United,https://tmssl.akamaized.net/images/wappen/small/3694.png?lm=1700150681,AFC Telford
Montana,https://tmssl.akamaized.net/images/wappen/small/24078.png?lm=1629872405,Montana
Pallokerho-35,https://tmssl.akamaized.net/images/wappen/small/8807.png?lm=1462034769,PK-35
NK Mladost Petrinja,https://tmssl.akamaized.net/images/wappen/small/18895.png?lm=1434493270,Mladost Petrinja
None,None,Kırşehir Bld.
None,None,Leiknir R.
Dover Athletic,https://tmssl.akamaized.net/images/wappen/small/3936.png?lm=1500716794,Dover
Havant & Waterlooville FC,https://tmssl.akamaized.net/images/wappen/small/2794.png?lm=1552326672,Havant & W
Hapoel Marmorek,https://tmssl.akamaized.net/images/wappen/small/35079.png?lm=1507128840,Marmorek
Zonguldak Kömürspor,https://tmssl.akamaized.net/images/wappen/small/1515.png?lm=1441725407,Zonguldak Kömürspor
Vaasa IFK,https://tmssl.akamaized.net/images/wappen/small/11134.png?lm=1447956404,VIFK
HNK Hajduk Split,https://tmssl.akamaized.net/images/wappen/small/447.png?lm=1673717761,Split
Ergene Velimese Spor,https://tmssl.akamaized.net/images/wappen/small/44031.png?lm=1442107104,Ergene Velimeşe Spor
NK Croatia Zmijavci,https://tmssl.akamaized.net/images/wappen/small/22558.png?lm=1604756501,Croatia Zmijavci
ÍF Grótta,https://tmssl.akamaized.net/images/wappen/small/25873.png?lm=1423494536,Grótta
Bayrampasa Spor,https://tmssl.akamaized.net/images/wappen/small/25230.png?lm=1659271260,Bayrampaşa Spor
FC Kosice,https://tmssl.akamaized.net/images/wappen/small/51316.png?lm=1550003991,FC Kosice
Concordia Chiajna,https://tmssl.akamaized.net/images/wappen/small/15945.png?lm=1476378142,Concord
Maidstone United,https://tmssl.akamaized.net/images/wappen/small/7047.png?lm=1549999489,Maidstone
Muglaspor,https://tmssl.akamaized.net/images/wappen/small/2378.png?lm=1442293572,Muğlaspor
GKS Jastrzebie,https://tmssl.akamaized.net/images/wappen/small/9104.png?lm=1445369052,GKS Jastrzębie
GKS Belchatow,https://tmssl.akamaized.net/images/wappen/small/716.png?lm=1404802317,GKS Bełchatów
Resovia Rzeszów,https://tmssl.akamaized.net/images/wappen/small/10704.png?lm=1468269625,Resovia
Coleraine FC,https://tmssl.akamaized.net/images/wappen/small/3831.png?lm=1436043208,Coleraine
NK Zagorec,https://tmssl.akamaized.net/images/wappen/small/11195.png?lm=1503738993,Zagorec
NK Polet Sveti Martin na Muri,https://tmssl.akamaized.net/images/wappen/small/34000.png?lm=1404766534,Polet SMnM
Tatran Liptovsky Mikulas,https://tmssl.akamaized.net/images/wappen/small/20611.png?lm=1434388030,Liptovsky Mikulas
NK Rogaska,https://tmssl.akamaized.net/images/wappen/small/55601.png?lm=1487506364,Rogaška
ACS Fotbal Comuna Recea (- 2021),https://tmssl.akamaized.net/images/wappen/small/56365.png?lm=1584892944,Comuna Recea
Annagh United FC,https://tmssl.akamaized.net/images/wappen/small/63172.png?lm=1542559483,Portadown
Hapoel Acre,https://tmssl.akamaized.net/images/wappen/small/6025.png?lm=1447502236,Hapoel Acre
Dungannon Swifts,https://tmssl.akamaized.net/images/wappen/small/21515.png?lm=1436043154,Dungannon
Slavia Mozyr,https://tmssl.akamaized.net/images/wappen/small/6423.png?lm=1583058475,Slavia Mozyr
JS Hercules,https://tmssl.akamaized.net/images/wappen/small/46555.png?lm=1532471319,JS Hercules
Wealdstone FC,https://tmssl.akamaized.net/images/wappen/small/4117.png?lm=1414223009,Wealdstone
Békéscsaba 1912 Elöre SE,https://tmssl.akamaized.net/images/wappen/small/6049.png?lm=1489874402,Békéscsaba
Diagoras Rodou,https://tmssl.akamaized.net/images/wappen/small/8758.png?lm=1582565583,Diagoras
Grankulla IFK II,https://tmssl.akamaized.net/images/wappen/small/97250.png?lm=1646835445,GrIFK
Düzcespor Youth,https://tmssl.akamaized.net/images/wappen/small/78794.png?lm=1580168072,Düzce Spor
None,None,CSM Satu Mare
B.73 Slagelse,https://tmssl.akamaized.net/images/wappen/small/20970.png?lm=1590159755,Slagelse
Kongsvinger IL,https://tmssl.akamaized.net/images/wappen/small/421.png?lm=1515342056,Kongsvinger
AFC Unirea 04 Slobozia,https://tmssl.akamaized.net/images/wappen/small/29700.png?lm=1603314297,Unirea Slobozia
Luceafarul Oradea,https://tmssl.akamaized.net/images/wappen/small/34768.png?lm=1474753834,Luceafărul Oradea
NK Gaj Mace,https://tmssl.akamaized.net/images/wappen/small/37997.png?lm=1457444380,Gaj Mače
CS Balotesti,https://tmssl.akamaized.net/images/wappen/small/37621.png?lm=1408642898,CS Baloteşti
FC Metaloglobus Bucharest,https://tmssl.akamaized.net/images/wappen/small/37624.png?lm=1503912739,Metaloglobus Bucureşti
Skövde AIK,https://tmssl.akamaized.net/images/wappen/small/5965.png?lm=1455318080,Skövde AIK
Pirin Blagoevgrad,https://tmssl.akamaized.net/images/wappen/small/521.png?lm=1583681947,Pirin Blagoevgrad
Atlantis FC U19,https://tmssl.akamaized.net/images/wappen/small/20880.png?lm=1564155901,Atlantis FC
Sputnik Rechitsa II (- 2021),https://tmssl.akamaized.net/images/wappen/small/73470.png?lm=1613744590,Sputnik Rechitsa
None,None,Kfar-Shalem
Aerostar Bacau,https://tmssl.akamaized.net/images/wappen/small/13842.png?lm=1550607594,Aerostar Bacău
CS Soimii Lipova,https://tmssl.akamaized.net/images/wappen/small/56364.png?lm=1528478234,Şoimii Lipova
None,None,Lunca Teuz
UMF Víkingur Ólafsvík,https://tmssl.akamaized.net/images/wappen/small/12118.png?lm=1423494266,Víkingur Ó.
Ceglédi VSE,https://tmssl.akamaized.net/images/wappen/small/24017.png?lm=1434472043,Cegléd
Balassagyarmati VSE,https://tmssl.akamaized.net/images/wappen/small/29999.png?lm=1651237071,Balassagyarmat
Eskilsminne IF,https://tmssl.akamaized.net/images/wappen/small/39591.png?lm=1489608774,Eskilsminne IF
NK Neretva Metkovic,https://tmssl.akamaized.net/images/wappen/small/20949.png?lm=1444730004,Neretva
MFK Dukla Banska Bystrica,https://tmssl.akamaized.net/images/wappen/small/20758.png?lm=1504822825,Banska Bystrica
Panserraikos,https://tmssl.akamaized.net/images/wappen/small/3385.png?lm=1685653807,Panserraikos
BK Forward,https://tmssl.akamaized.net/images/wappen/small/7923.png?lm=1461965393,BK Forward
Vestri Ísafjördur,https://tmssl.akamaized.net/images/wappen/small/29224.png?lm=1469378149,Vestri
UMF Grindavík,https://tmssl.akamaized.net/images/wappen/small/7690.png?lm=1423493871,Grindavík
None,None,I-Kissat
Sticla Ariesul Turda,https://tmssl.akamaized.net/images/wappen/small/37636.png?lm=1524159375,Sticla Arieşul Turda
Spennymoor Town,https://tmssl.akamaized.net/images/wappen/small/45922.png?lm=1595337276,Spennymoor
NK Jarun,https://tmssl.akamaized.net/images/wappen/small/45478.png?lm=1665938470,Jarun
ACS Vedita Colonesti M.S.,https://tmssl.akamaized.net/images/wappen/small/76727.png?lm=1618762127,Vediţa Coloneşti
Montrose FC,https://tmssl.akamaized.net/images/wappen/small/3030.png?lm=1621267673,Montrose
Fram Reykjavík,https://tmssl.akamaized.net/images/wappen/small/3832.png?lm=1415966713,Fram
Kirklarelispor,https://tmssl.akamaized.net/images/wappen/small/27603.png?lm=1442236285,Kırklarelispor
Southport FC,https://tmssl.akamaized.net/images/wappen/small/9829.png?lm=1461964814,Southport
None,None,68 Aksaray Bld.
Szolnoki MÁV FC,https://tmssl.akamaized.net/images/wappen/small/5399.png?lm=1489875258,Szolnok
Frosinone Calcio,https://tmssl.akamaized.net/images/wappen/small/8970.png?lm=1438547543,Alloa
Grorud IL,https://tmssl.akamaized.net/images/wappen/small/36228.png?lm=1480875697,Grorud
Middelfart Boldklub,https://tmssl.akamaized.net/images/wappen/small/5767.png?lm=1594639226,Middelfart
None,None,Adıyaman 1954 Spor
Peterhead FC,https://tmssl.akamaized.net/images/wappen/small/3032.png?lm=1552849001,Peterhead
IK Oddevold,https://tmssl.akamaized.net/images/wappen/small/6018.png?lm=1434565071,IK Oddevold
IFK Berga,https://tmssl.akamaized.net/images/wappen/small/23603.png?lm=1474755693,IFK Berga
Hapoel Hod haSharon,https://tmssl.akamaized.net/images/wappen/small/51934.png?lm=1455346479,Hapoel Hod HaSharon
NK Primorac Biograd,https://tmssl.akamaized.net/images/wappen/small/12266.png?lm=1430906346,Primorac Biograd
NK Jadran Luka Ploce,https://tmssl.akamaized.net/images/wappen/small/17671.png?lm=1449765649,Jadran LP
UMF Selfoss,https://tmssl.akamaized.net/images/wappen/small/21879.png?lm=1423494066,Selfoss
Karlslunds IF FK,https://tmssl.akamaized.net/images/wappen/small/22165.png?lm=1481309963,Karlslunds IF
Alfreton Town,https://tmssl.akamaized.net/images/wappen/small/3721.png?lm=1431182643,Alfreton
None,None,Maccabi Raine
Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/small/543.png?lm=1467496784,Hampton & Richmond
Querétaro FC,https://tmssl.akamaized.net/images/wappen/small/4961.png?lm=1409989898,Etar
None,None,Karacabey Bld.
Kahramanmarasspor,https://tmssl.akamaized.net/images/wappen/small/12452.png?lm=1442350933,Kahramanmaraşspor
FK Slutsk,https://tmssl.akamaized.net/images/wappen/small/27238.png?lm=1648794544,Slutsk
GS Ergotelis,https://tmssl.akamaized.net/images/wappen/small/5220.png?lm=1690085641,Ergotelis
FK Zemun U19,https://tmssl.akamaized.net/images/wappen/small/16080.png?lm=1586917391,Zemun
MFK Ruzomberok,https://tmssl.akamaized.net/images/wappen/small/7087.png?lm=1518015311,Ruzomberok
AE Karaiskakis Artas,https://tmssl.akamaized.net/images/wappen/small/37772.png?lm=1510246029,Karaiskakis Artas
IFK Malmö,https://tmssl.akamaized.net/images/wappen/small/5200.png?lm=1458563281,IFK Malmö
CSM Focsani 2007,https://tmssl.akamaized.net/images/wappen/small/13812.png?lm=1550607836,CSM Focşani
None,None,Cardiff Met Uni
Wigry Suwalki,https://tmssl.akamaized.net/images/wappen/small/10453.png?lm=1624883189,Wigry
Räppe GoIF,https://tmssl.akamaized.net/images/wappen/small/63476.png?lm=1586449457,Räppe GoIF
IFK Haninge,https://tmssl.akamaized.net/images/wappen/small/49885.png?lm=1441447829,IFK Haninge
Slovakia,https://tmssl.akamaized.net/images/flagge/small/154.png?lm=1520611569,Vác
FC Linköping City,https://tmssl.akamaized.net/images/wappen/small/42755.png?lm=1457444403,FC Linköping City
None,None,Þór
ACS Fortuna Becicherecu Mic,https://tmssl.akamaized.net/images/wappen/small/72570.png?lm=1552249566,Fortuna Becicherecu Mic
Oxford City,https://tmssl.akamaized.net/images/wappen/small/22563.png?lm=1413627266,Oxford City
Hapoel Ashkelon,https://tmssl.akamaized.net/images/wappen/small/19977.png?lm=1638055123,Hapoel Ashkelon
AS Rodos,https://tmssl.akamaized.net/images/wappen/small/5573.png?lm=1675598761,Rodos
None,None,Veroia
Lokomotiv Sofia,https://tmssl.akamaized.net/images/wappen/small/730.png?lm=1629872617,Lokomotiv Sofia
Assyriska Turabdin IK U17,https://tmssl.akamaized.net/images/wappen/small/default.png?lm=1457423031,Assyriska Turabdin IK
CS Stiinta Miroslava,https://tmssl.akamaized.net/images/wappen/small/41535.png?lm=1501933184,Ştiinţa Miroslava
Mikkelin Pallo-Kissat,https://tmssl.akamaized.net/images/wappen/small/3778.png?lm=1660891833,MiPK
CSM Slatina,https://tmssl.akamaized.net/images/wappen/small/84065.png?lm=1618760667,CSM Slatina
Piteå IF,https://tmssl.akamaized.net/images/wappen/small/46170.png?lm=1418059875,Piteå IF
Täby FK,https://tmssl.akamaized.net/images/wappen/small/46434.png?lm=1443940376,Täby FK
NK Hrvace,https://tmssl.akamaized.net/images/wappen/small/12694.png?lm=1449765266,Hrvace
NK Sesvete,https://tmssl.akamaized.net/images/wappen/small/25029.png?lm=1438173158,Sesvete
Nevsehir Belediye Spor,https://tmssl.akamaized.net/images/wappen/small/37967.png?lm=1697972051,Nevşehir Bld.
Almopos Arideas,https://tmssl.akamaized.net/images/wappen/small/38541.png?lm=1646735373,Almopos
NK Krsko,https://tmssl.akamaized.net/images/wappen/small/17136.png?lm=1438006205,Krško
Viitorul P. Tg. Jiu II,https://tmssl.akamaized.net/images/wappen/small/102587.png?lm=1672401762,Pandurii Târgu Jiu
Queen's Park FC,https://tmssl.akamaized.net/images/wappen/small/3031.png?lm=1552849185,Queen's Park
Stirling Albion FC,https://tmssl.akamaized.net/images/wappen/small/3033.png?lm=1552848940,Stirling
CS Blejoi,https://tmssl.akamaized.net/images/wappen/small/37202.png?lm=1552249066,CS Blejoi
Farsley Celtic,https://tmssl.akamaized.net/images/wappen/small/3818.png?lm=1558273740,Farsley
Tonbridge Angels,https://tmssl.akamaized.net/images/wappen/small/14672.png?lm=1413628432,Tonbridge
Dulwich Hamlet,https://tmssl.akamaized.net/images/wappen/small/6169.png?lm=1526902724,Dulwich Hamlet
Brackley Town,https://tmssl.akamaized.net/images/wappen/small/20877.png?lm=1532352933,Brackley
None,None,CSO Cugir
Mosonmagyaróvári TE 1904,https://tmssl.akamaized.net/images/wappen/small/30003.png?lm=1489875107,Mosonmagyaróvár
NK BSK Bijelo Brdo,https://tmssl.akamaized.net/images/wappen/small/28990.png?lm=1669221782,BSK Bijelo Brdo
Torns IF,https://tmssl.akamaized.net/images/wappen/small/37609.png?lm=1484431981,Torns IF
Tvååkers IF,https://tmssl.akamaized.net/images/wappen/small/48219.png?lm=1463938699,Tvååkers IF
Partizan Bardejov,https://tmssl.akamaized.net/images/wappen/small/19003.png?lm=1491732093,Bardejov
None,None,S.C. Tira
None,None,Sha'araim
Balatonfüredi FC,https://tmssl.akamaized.net/images/wappen/small/29922.png?lm=1435068642,Balatonfüred
Wellington Phoenix,https://tmssl.akamaized.net/images/wappen/small/8445.png?lm=1505653605,Welling
Cove Rangers FC,https://tmssl.akamaized.net/images/wappen/small/8933.png?lm=1475498486,Cove Rangers
Kettering Town,https://tmssl.akamaized.net/images/wappen/small/3825.png?lm=1508592947,Kettering
None,None,Hr. Dragovoljac
AO Trikala,https://tmssl.akamaized.net/images/wappen/small/3993.png?lm=1661356473,Trikala
Budapesti VSC - Zugló,https://tmssl.akamaized.net/images/wappen/small/22516.png?lm=1595716705,BVSC
Colwyn Bay,https://tmssl.akamaized.net/images/wappen/small/22546.png?lm=1414223336,Colwyn Bay
NK Svoboda Ljubljana,https://tmssl.akamaized.net/images/wappen/small/16197.png?lm=1629836232,Svoboda
FC Trollhättan,https://tmssl.akamaized.net/images/wappen/small/9015.png?lm=1461965162,FC Trollhättan
ACS Foresta Suceava,https://tmssl.akamaized.net/images/wappen/small/36599.png?lm=1474753432,Foresta Suceava
Lipót SE,https://tmssl.akamaized.net/images/wappen/small/29763.png?lm=1498999911,Lipót
Axiopolis Cernavoda,https://tmssl.akamaized.net/images/wappen/small/59168.png?lm=1540553656,Axiopolis Cernavodă
NK Dravograd,https://tmssl.akamaized.net/images/wappen/small/2565.png?lm=1434556268,Dravograd
Järvenpään Palloseura,https://tmssl.akamaized.net/images/wappen/small/27759.png?lm=1549478722,JäPS
Minaur Baia Mare,https://tmssl.akamaized.net/images/wappen/small/11267.png?lm=1635330088,Minaur Baia Mare
Doxa Dramas,https://tmssl.akamaized.net/images/wappen/small/3706.png?lm=1479506967,Doxa Dramas
Gamlakarleby Bollklubb,https://tmssl.akamaized.net/images/wappen/small/11130.png?lm=1471099257,GBK
Billericay Town,https://tmssl.akamaized.net/images/wappen/small/7067.png?lm=1498926837,Billericay
CSA Steaua,https://tmssl.akamaized.net/images/wappen/small/61687.png?lm=1691519292,Steaua Bucureşti
Krumkachi Minsk,https://tmssl.akamaized.net/images/wappen/small/46070.png?lm=1584604484,Krumkachy
HNK Orijent Rijeka,https://tmssl.akamaized.net/images/wappen/small/9554.png?lm=1628890276,Orijent 1919
NK Marsonia 1909,https://tmssl.akamaized.net/images/wappen/small/34096.png?lm=1640869153,Marsonia
Qviding FIF,https://tmssl.akamaized.net/images/wappen/small/8884.png?lm=1461965213,Qviding FIF
Slough Town,https://tmssl.akamaized.net/images/wappen/small/11310.png?lm=1415373734,Slough
Ironi Tiberias,https://tmssl.akamaized.net/images/wappen/small/51070.png?lm=1658409858,Ironi Tiberias
ACS Kids Tampa Brasov,https://tmssl.akamaized.net/images/wappen/small/86161.png?lm=1618760635,Kids Tâmpa Braşov
CS Gloria Albesti,https://tmssl.akamaized.net/images/wappen/small/86152.png?lm=1629303650,Gloria Albeşti
CF Pachuca,https://tmssl.akamaized.net/images/wappen/small/4035.png?lm=1701504905,Motor
Beitar Nordia Jerusalem,https://tmssl.akamaized.net/images/wappen/small/51782.png?lm=1537889435,Nordia
Kelty Hearts FC,https://tmssl.akamaized.net/images/wappen/small/3804.png?lm=1552924485,Kelty Hearts
CF Gloria Bistrita (- 2015),https://tmssl.akamaized.net/images/wappen/small/4688.png?lm=1462036019,Gloria Bistriţa
Örebro Syrianska IF,https://tmssl.akamaized.net/images/wappen/small/34560.png?lm=1478120363,Örebro Syrianska IF
Chojniczanka Chojnice,https://tmssl.akamaized.net/images/wappen/small/28887.png?lm=1482666134,Chojniczanka
None,None,Međimurje
CS Unirea Ungheni,https://tmssl.akamaized.net/images/wappen/small/86099.png?lm=1610261399,Unirea Ungheni
Sokol Ostroda,https://tmssl.akamaized.net/images/wappen/small/30747.png?lm=1445365627,Sokół Ostróda
Elazigspor,https://tmssl.akamaized.net/images/wappen/small/2292.png?lm=1442154052,Elazığspor
HNK Zmaj Makarska,https://tmssl.akamaized.net/images/wappen/small/10317.png?lm=1584741889,Zmaj Makarska
OGC Nice,https://tmssl.akamaized.net/images/wappen/small/417.png?lm=1408779490,Azur
Szekszárdi UFC,https://tmssl.akamaized.net/images/wappen/small/28414.png?lm=1590505332,Szekszárd
NK Sampion Celje,https://tmssl.akamaized.net/images/wappen/small/22423.png?lm=1578142475,Šampion
Hudiksvalls FF,https://tmssl.akamaized.net/images/wappen/small/7410.png?lm=1457444417,Hudiksvalls FF
None,None,Þróttur R.
Tállya KSE,https://tmssl.akamaized.net/images/wappen/small/33462.png?lm=1486993989,Tállya
Putnok FC,https://tmssl.akamaized.net/images/wappen/small/29766.png?lm=1435068703,Putnok
Skiljebo SK,https://tmssl.akamaized.net/images/wappen/small/22919.png?lm=1663487902,Skiljebo SK
Blekitni Stargard,https://tmssl.akamaized.net/images/wappen/small/29830.png?lm=1481526896,Błękitni
Stal Rzeszow,https://tmssl.akamaized.net/images/wappen/small/9510.png?lm=1580828990,Stal Rzeszów
OF Ierapetras U19,https://tmssl.akamaized.net/images/wappen/small/76681.png?lm=1573421622,OF Ierapetras
JIPPO Joensuu,https://tmssl.akamaized.net/images/wappen/small/10528.png?lm=1458922598,JIPPO
None,None,Viitorul Şelimbăr
Hebar Pazardzhik,https://tmssl.akamaized.net/images/wappen/small/26563.png?lm=1666763320,Hebar
NK Tolmin,https://tmssl.akamaized.net/images/wappen/small/17572.png?lm=1647973254,Tolmin
Rákosmente KSK,https://tmssl.akamaized.net/images/wappen/small/29688.png?lm=1435068130,Rákosmente
Hódmezövásárhely FC,https://tmssl.akamaized.net/images/wappen/small/30022.png?lm=1651239998,Hódmezővásárhely
Blyth Spartans,https://tmssl.akamaized.net/images/wappen/small/4310.png?lm=1414492824,Blyth
SD Sencur,https://tmssl.akamaized.net/images/wappen/small/21415.png?lm=1424901511,Šenčur
Kecskeméti TE,https://tmssl.akamaized.net/images/wappen/small/12423.png?lm=1615317576,Kecskeméti TE
Minyor Pernik,https://tmssl.akamaized.net/images/wappen/small/19215.png?lm=1629872857,Minyor Pernik
CS Afumati,https://tmssl.akamaized.net/images/wappen/small/37620.png?lm=1455805302,CS Afumaţi
Ironi Or Yehuda,https://tmssl.akamaized.net/images/wappen/small/43120.png?lm=1638055733,Ironi Or Yehuda
Maccabi Yavne,https://tmssl.akamaized.net/images/wappen/small/22776.png?lm=1455347645,Maccabi Yavne
Eidsvold Turn Fotball,https://tmssl.akamaized.net/images/wappen/small/6493.png?lm=1414434131,Eidsvold Turn
ÍF Magni Grenivík,https://tmssl.akamaized.net/images/wappen/small/21862.png?lm=1468102685,Magni
AO Episkopi Rethymnou,https://tmssl.akamaized.net/images/wappen/small/33438.png?lm=1405099001,Episkopi
Karaköprü Belediye Spor,https://tmssl.akamaized.net/images/wappen/small/50821.png?lm=1697581346,Karaköprü Bld.
None,None,S.A. Ashdod
Unirea Dej,https://tmssl.akamaized.net/images/wappen/small/20770.png?lm=1691562033,Unirea Dej
Hapoel Herzliya,https://tmssl.akamaized.net/images/wappen/small/32234.png?lm=1424351433,Hapoel Herzliya
Galatasaray,https://tmssl.akamaized.net/images/wappen/small/141.png?lm=1406739071,Alta
GKS Katowice,https://tmssl.akamaized.net/images/wappen/small/6456.png?lm=1427654851,GKS Katowice
ND Ilirija 1911,https://tmssl.akamaized.net/images/wappen/small/33481.png?lm=1626798294,Ilirija
NK Kety Emmi Bistrica,https://tmssl.akamaized.net/images/wappen/small/27807.png?lm=1660069195,Bistrica
None,None,Sporting Vaslui
PS Kalamata,https://tmssl.akamaized.net/images/wappen/small/9.png?lm=1699361494,Kalamata
KFC Komarno,https://tmssl.akamaized.net/images/wappen/small/32314.png?lm=1549880293,Komarno
NK Junak Sinj,https://tmssl.akamaized.net/images/wappen/small/12105.png?lm=1449765052,Junak
Feyenoord Rotterdam,https://tmssl.akamaized.net/images/wappen/small/234.png?lm=1457643518,Érd
Gümüshanespor,https://tmssl.akamaized.net/images/wappen/small/4574.png?lm=1441632010,Gümüşhanespor
Guiseley AFC,https://tmssl.akamaized.net/images/wappen/small/12658.png?lm=1437865610,Guiseley
CSM Deva,https://tmssl.akamaized.net/images/wappen/small/32419.png?lm=1550607311,CSM Deva
Dorking Wanderers,https://tmssl.akamaized.net/images/wappen/small/52299.png?lm=1631800618,Dorking
Esteghlal FC,https://tmssl.akamaized.net/images/wappen/small/1076.png?lm=1407646189,Sava
Myllykosken Pallo -47,https://tmssl.akamaized.net/images/wappen/small/2688.png?lm=1409251950,MYPA
NK Rudes,https://tmssl.akamaized.net/images/wappen/small/11083.png?lm=1538421936,Rudeš
Assyriska FF,https://tmssl.akamaized.net/images/wappen/small/4380.png?lm=1461966190,Assyriska FF
Zweigen Kanazawa,https://tmssl.akamaized.net/images/wappen/small/24321.png?lm=1522078825,HIK
None,None,KSE Târgu Secuiesc
SCM Zalau,https://tmssl.akamaized.net/images/wappen/small/84455.png?lm=1599204794,SCM Zalău
Unirea Bascov,https://tmssl.akamaized.net/images/wappen/small/73685.png?lm=1636536747,Unirea Bascov
ND Adria Miren,https://tmssl.akamaized.net/images/wappen/small/21411.png?lm=1474045840,Adria
FC Petrzalka,https://tmssl.akamaized.net/images/wappen/small/2781.png?lm=1629297004,Petrzalka
Hungerford Town,https://tmssl.akamaized.net/images/wappen/small/29019.png?lm=1701619143,Hungerford
Carrick Rangers,https://tmssl.akamaized.net/images/wappen/small/8714.png?lm=1438270009,Carrick
Kórdrengir (- 2023),https://tmssl.akamaized.net/images/wappen/small/60073.png?lm=1507037744,Kórdrengir
Leiknir Fáskrúdsfjordur,https://tmssl.akamaized.net/images/wappen/small/28432.png?lm=1438417148,Leiknir F.
Nazilli Belediyespor,https://tmssl.akamaized.net/images/wappen/small/13473.png?lm=1506195454,Nazilli Bld.
III. Kerület TVE Budapest,https://tmssl.akamaized.net/images/wappen/small/26308.png?lm=1501410428,III. Kerület
None,None,Yirmiyahu Holon
