name,club,profile_image,year,market_value
None,None,None,None,None
Mark Kwarteng,FC BW Friesdorf,https://img.a.transfermarkt.technology/portrait/small/230773-1592541827.png?lm=1,28,-
Sebastian Serpa,Furman Paladins (Furman University),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Abdoul Kader Dosso,Brescello Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Temiloluwa Ajibola,Prestwich Heys AFC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Fode Mamoudou Doumbouya,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
None,None,None,None,None
Ange Belibi,Without Club,https://img.a.transfermarkt.technology/portrait/small/744225-1604516368.png?lm=1,21,-
Christian Campanico,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Ndzemdzela Langwa,Without Club,https://img.a.transfermarkt.technology/portrait/small/450589-1558165813.jpg?lm=1,25,-
Giovanni Amoroso,Boca Raton FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Mattia El Hilali,Without Club,https://img.a.transfermarkt.technology/portrait/small/124203-1571309236.jpg?lm=1,25,-
None,None,None,None,None
Ismael Taider,Unknown,https://img.a.transfermarkt.technology/portrait/small/341133-1520979280.jpg?lm=1,26,-
Joseph Asante,FC Wacker Innsbruck,https://img.a.transfermarkt.technology/portrait/small/423710-1557567502.jpg?lm=1,26,-
Nicholas Del Moro,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Zaine Pierre,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Azizou Zoumbare,AC Malcantone,https://img.a.transfermarkt.technology/portrait/small/356351-1644695211.jpg?lm=1,30,-
None,None,None,None,None
Jonathan Parolini,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Masahudu Alhassan,Without Club,https://img.a.transfermarkt.technology/portrait/small/172338-1464097917.jpg?lm=1,31,€75k
Robert Stillo,Woodbridge Strikers,https://img.a.transfermarkt.technology/portrait/small/s_56760_839_2013_10_16_1.jpg?lm=1,32,-
Luca Olivieri,Carbognano Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
None,None,None,None,None
Valerio Anastasi,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_96347_5621_2013_09_24_1.jpg?lm=1,33,-
Lys Gomis,PontDonnaz Hône Arnad Evançon,https://img.a.transfermarkt.technology/portrait/small/57644-1523623775.jpg?lm=1,34,-
Emanuele Ameltonis,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
None,None,None,None,None
None,None,None,None,None
Mamoudou Keita,FC Laval,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
None,None,None,None,None
Mario Raytchev,AS Blainville,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Noam Kolakofsky,Sydenham Park SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Christian Sabah,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Sunny Dhaliwal,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Benjamin Prah,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
None,None,None,None,None
Inwe Sports Management Agency,None,None,None,None
Will Dieterich,Without Club,https://img.a.transfermarkt.technology/portrait/small/217653-1561040883.jpg?lm=1,36,-
Farid Zato-Arouna,KFK Kópavogur,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
None,None,None,None,None
Juan Arboleda,Deportes Tolima,https://img.a.transfermarkt.technology/portrait/small/212696-1627077983.jpg?lm=1,34,€250k
Rickson Aristilde,FC Laval,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Riad Bey,FC Laval,https://img.a.transfermarkt.technology/portrait/small/961707-1637959150.png?lm=1,22,-
Rayane Faked,AS Blainville,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Mohamed Saidi,Wafa Wydad ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Mozino,Leixões SC,https://img.a.transfermarkt.technology/portrait/small/455327-1569363240.jpg?lm=1,26,€200k
None,None,None,None,None
Yannick Ndzoumou,FC Sablé-sur-Sarthe,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Euro Soccer Advice,None,None,None,None
None,None,None,None,None
Kevin Komódi,Saint Louis Billikens (Saint Louis University),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Steve Simtchatcha,UFC Gyömrő,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
KKW Sports Management LTD,None,None,None,None
Johnny Reynolds,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
James Dunning,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
