name,club,profile_image,year,market_value
Pedro,Sport Club Corinthians Paulista,https://img.a.transfermarkt.technology/portrait/small/1004741-1673542080.png?lm=1,17,€7.00m
Fabricio Bustos,Sport Club Internacional,https://img.a.transfermarkt.technology/portrait/small/275381-1635922877.JPG?lm=1,27,€6.50m
Lucas Volken,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Lucas Roggia,Unknown,https://img.a.transfermarkt.technology/portrait/small/s_121987_6600_2010_1.jpg?lm=1,32,-
Jair,---,https://img.a.transfermarkt.technology/portrait/small/224104-1579016894.jpg?lm=1,83,-
Agenor,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_74584_6600_2012_1.jpg?lm=1,33,-
None,None,None,None,None
Maximiliano Paredes,CA Ituzaingó,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Hallyson,Agremiação Sportiva Arapiraquense (AL),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Sergio Rengifo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Juan Velásquez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Dino Agote,Central Norte de Antofagasta,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Zinedine Fischer,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Agustín Santana,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Serghei Covalciuc,Unknown,https://img.a.transfermarkt.technology/portrait/small/s_20575_10157_2013_08_09_1.jpg?lm=1,41,-
Lorenzo Falcione,Olympia Agnonese Youth,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,18,-
Erling Haaland,Manchester City,https://img.a.transfermarkt.technology/portrait/small/418560-1694590614.jpg?lm=1,23,€180.00m
Rodolfo Combe,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Chris Gunter,Narnese Calcio,https://img.a.transfermarkt.technology/portrait/small/43853-1629186591.jpg?lm=1,34,-
Paulo César,Club Deportes Iquique,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,74,-
Rodrigo Arandas,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Jonatan Maidana,CA River Plate,https://img.a.transfermarkt.technology/portrait/small/39095-1625770735.png?lm=1,38,€100k
Rafael Tavares,FC Sellier & Bellot Vlasim,https://img.a.transfermarkt.technology/portrait/small/644994-1584957683.png?lm=1,23,€100k
Tiago Dutra,EC Cruzeiro,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Léo Guerreiro,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Patricio Medina,Sportivo Luqueño U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Mateo Bustos,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,€150k
None,None,None,None,None
Jairo Samperio,Without Club,https://img.a.transfermarkt.technology/portrait/small/171167-1532341634.jpg?lm=1,30,€300k
Mariano Santiago,Club Almirante Brown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€300k
Jaime Ramírez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,56,-
Mariano Suarez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Juan Vidal,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
None,None,None,None,None
Alexandre Villaplane,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Rolando Bianchi,---,https://img.a.transfermarkt.technology/portrait/small/20726-1464098646.jpg?lm=1,40,-
João Cancelo,FC Barcelona,https://img.a.transfermarkt.technology/portrait/small/182712-1675080937.jpg?lm=1,29,€50.00m
Darwin Reyes,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Denilson,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Matías Martínez,Unknown,https://img.a.transfermarkt.technology/portrait/small/s_63502_1387_2012_1.jpg?lm=1,35,-
Agustín Álvarez,US Sassuolo,https://img.a.transfermarkt.technology/portrait/small/812625-1654863388.jpg?lm=1,22,€8.00m
Mijhael Contreras,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
José Islas,Mazatlán FC U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Ángel Di María,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/45320-1700648952.jpg?lm=1,35,€8.00m
Vinicius Junior,Real Madrid,https://img.a.transfermarkt.technology/portrait/small/371998-1664869583.jpg?lm=1,23,€150.00m
Luis Suárez,---,https://img.a.transfermarkt.technology/portrait/small/172315-1572959312.jpg?lm=1,-,-
Lucas Triviño,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Lucas Alexandre,Grêmio Esportivo Mauaense U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Kevin Guajardo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Rafinha,Al-Arabi SC,https://img.a.transfermarkt.technology/portrait/small/129473-1516959556.jpg?lm=1,30,€4.00m
Bady,Barretos Esporte Clube (SP),https://img.a.transfermarkt.technology/portrait/small/226404-1561385856.jpeg?lm=1,34,-
SMZ Sports Group,None,None,None,None
Fabián Vásquez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Álvaro Morata,Atlético de Madrid,https://img.a.transfermarkt.technology/portrait/small/128223-1694193236.jpg?lm=1,31,€20.00m
Wellington Nem,Esporte Clube Vitória,https://img.a.transfermarkt.technology/portrait/small/121988-1548342495.jpg?lm=1,31,€500k
Gerónimo Rulli,Ajax Amsterdam,https://img.a.transfermarkt.technology/portrait/small/229604-1698670758.jpg?lm=1,31,€10.00m
Rodri,Manchester City,https://img.a.transfermarkt.technology/portrait/small/357565-1682587890.jpg?lm=1,27,€100.00m
