name,club,profile_image,year,market_value
Yann Kembo,Sporting de Gijón Atlético,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Javier Vet,NAC Breda,https://img.a.transfermarkt.technology/portrait/small/274640-1418930092.jpg?lm=1,30,€325k
David Fondarella,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,€100k
Joel Arumí,Atlético de Madrid B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€150k
Jesús Ayensa,CD Tudelano,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€150k
Ander El Haddadi,Inter Club d'Escaldes,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€100k
Juanra,Recambios Colón CD,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Álex Hinojosa,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Andriy Nykytyuk,PFK Zvyagel,https://img.a.transfermarkt.technology/portrait/small/322912-1694172342.png?lm=1,29,-
Isma Aizpiri,CP Cacereño,https://img.a.transfermarkt.technology/portrait/small/361500-1700763890.jpg?lm=1,25,€200k
Lolo Garrido,UE Rapitenca,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Jon Urkiza,Club Portugalete,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Dave Gnaase,VfL Osnabrück,https://img.a.transfermarkt.technology/portrait/small/286593-1698436113.JPG?lm=1,26,€300k
René Klingenburg,Without Club,https://img.a.transfermarkt.technology/portrait/small/120427-1660553720.jpg?lm=1,29,€150k
Giuseppe Giovinco,Virtus Francavilla Calcio,https://img.a.transfermarkt.technology/portrait/small/73381-1558538337.JPG?lm=1,33,€150k
Wouter Biebauw,Club Brugge KV,https://img.a.transfermarkt.technology/portrait/small/19896-1487692721.jpg?lm=1,39,-
Javi Robles,CF San Agustín,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Colin Rösler,Mjällby AIF,https://img.a.transfermarkt.technology/portrait/small/405375-1607588800.jpg?lm=1,23,€800k
Yannick Deichmann,FC Ingolstadt 04,https://img.a.transfermarkt.technology/portrait/small/158805-1689882410.jpg?lm=1,29,€350k
Marlon Frey,TSV 1860 Munich,https://img.a.transfermarkt.technology/portrait/small/182752-1689511539.jpg?lm=1,27,€250k
Emmanuele Matino,SSC Bari,https://img.a.transfermarkt.technology/portrait/small/395527-1666174364.jpeg?lm=1,25,€175k
Dildar Atmaca,1.FC Bocholt,https://img.a.transfermarkt.technology/portrait/small/588902-1630593901.jpg?lm=1,21,€50k
Luca Wesemann,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Cem Dag,Borussia Mönchengladbach II,https://img.a.transfermarkt.technology/portrait/small/662143-1645722334.jpeg?lm=1,20,€10k
None,None,None,None,None
