name,club,profile_image,year,market_value
None,None,None,None,None
Evgeni Naidenov,None,None,None,None
None,None,None,None,None
Adam Hughes,City of Liverpool FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
None,None,None,None,None
None,None,None,None,None
Hasan Husain,Persiba Balikpapan,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
None,None,None,None,None
None,None,None,None,None
Bakori Andreas,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Oskar Dillon,Gold Coast Knights,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Alexander Isak,Newcastle United,https://img.a.transfermarkt.technology/portrait/small/349066-1680791339.jpg?lm=1,24,€70.00m
None,None,None,None,None
DK Group - Denis Kadiric,None,None,None,None
Tommy Amphlett,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Zakaria Hanan,Al-Ahli SC (Syria),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€175k
Sports Global Agenciamento e Gestão de Carreiras Unipessoal Lda,None,None,None,None
Amjad Waleed,Al-Shorta SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Yacouba Bamba,Without Club,https://img.a.transfermarkt.technology/portrait/small/351168-1636305705.png?lm=1,32,€200k
Footuro AG,None,None,None,None
None,None,None,None,None
Abdulhadi Shalha,Al-Nasiriyah FC,https://img.a.transfermarkt.technology/portrait/small/402213-1445959711.jpg?lm=1,24,-
None,None,None,None,None
None,None,None,None,None
Ashray Bhardwaj,FC Bengaluru United,https://img.a.transfermarkt.technology/portrait/small/739139-1618583268.png?lm=1,22,€25k
Malsawmtluanga Ralte,FC Goa II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Brijesh Giri,Mohun Bagan Super Giant II,https://img.a.transfermarkt.technology/portrait/small/842521-1619033162.png?lm=1,20,-
CMG Sports,None,None,None,None
Amer Hakeem,Balestier Khalsa,https://img.a.transfermarkt.technology/portrait/small/577384-1678812407.png?lm=1,25,€25k
None,None,None,None,None
Wai-Ho Chung,Kowloon City,https://img.a.transfermarkt.technology/portrait/small/295114-1618919167.jpg?lm=1,33,-
Ho-Chun Yuen,Lee Man,https://img.a.transfermarkt.technology/portrait/small/201927-1625029850.jpg?lm=1,28,€125k
Ade Pratama,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Luke Oresti,Central Coast Mariners II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€50k
Nurizam Azman,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Ningombam Henery Singh,Downtown Heroes FC,https://img.a.transfermarkt.technology/portrait/small/815172-1619105167.jpeg?lm=1,22,-
Ramhlunchhunga,Hyderabad FC,https://img.a.transfermarkt.technology/portrait/small/734346-1619113984.png?lm=1,22,€175k
None,None,None,None,None
Ngaraipam K,Sagolband United ,https://img.a.transfermarkt.technology/portrait/small/645094-1618987561.png?lm=1,31,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Putut Wijiarto,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Reza Pratama,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
None,None,None,None,None
Afif Allaam Sena,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Mikiya Yamada,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Bahador Abdi,None,https://img.a.transfermarkt.technology/portrait/small/171200-1549276588.jpg?lm=1,39,-
Tri Handoko,Persipa Pati,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Sandy Abelia,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Bishorjit Singh,Gokulam Kerala FC,https://img.a.transfermarkt.technology/portrait/small/410342-1603216746.jpeg?lm=1,31,€75k
None,None,None,None,None
Akad Agency,None,None,None,None
Marcus Mah,Penang FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,€25k
2A Sport,None,None,None,None
Arisazri Juhari,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Mohd Syafiq Azmi,FELCRA Football Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Andre Oriza,Kalteng Putra FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Ayub Antoh,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Dedi Tri Maulana,Persipal Palu (Babel United),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,€25k
Jehad Busmar,Al-Karamah SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Diego Bardanca,PERSIS Solo,https://img.a.transfermarkt.technology/portrait/small/336865-1689561725.jpg?lm=1,30,€175k
Global Sports Agent C2,None,None,None,None
Dwi Kuswanto,PSKC Cimahi,https://img.a.transfermarkt.technology/portrait/small/505882-1663735604.png?lm=1,38,€50k
Lalremruata Arema,Without Club,https://img.a.transfermarkt.technology/portrait/small/642146-1619112719.png?lm=1,29,-
Vicky Baskaran,Delhi FC,https://img.a.transfermarkt.technology/portrait/small/564409-1589642222.jpeg?lm=1,33,-
Zothanmawia,Chanmari FC,https://img.a.transfermarkt.technology/portrait/small/416142-1619112696.jpeg?lm=1,29,€100k
Kabir T,Kickstart FC,https://img.a.transfermarkt.technology/portrait/small/479279-1619083094.jpeg?lm=1,26,-
None,None,None,None,None
Azmi Ponti Sport Agency,None,None,None,None
Aaron Calver,Gwangju FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€375k
Mohd Nizad Ayub,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Alex Saji,Hyderabad FC,https://img.a.transfermarkt.technology/portrait/small/630259-1693052705.jpg?lm=1,23,€75k
Shahid Nazir Wani,Real Kashmir FC,https://img.a.transfermarkt.technology/portrait/small/630074-1618992065.jpeg?lm=1,26,-
Lironthung Lotha,Southern Samity,https://img.a.transfermarkt.technology/portrait/small/741038-1618583709.png?lm=1,25,-
Santa Yumlembam,KLASA FC,https://img.a.transfermarkt.technology/portrait/small/757812-1618994094.jpeg?lm=1,22,-
Shaji Antony,United Chirang Duar FC,https://img.a.transfermarkt.technology/portrait/small/564835-1619083546.jpeg?lm=1,32,-
Sujit Sadhu,ARA FC,https://img.a.transfermarkt.technology/portrait/small/645005-1619105452.png?lm=1,31,-
Praful Kumar Y V,SC Bengaluru ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Sumer Sehgal,Churchill Brothers FC II,https://img.a.transfermarkt.technology/portrait/small/851393-1619033045.jpeg?lm=1,20,-
None,None,None,None,None
Luke Duzel,Adelaide United,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€100k
None,None,None,None,None
YOUnited Management GmbH,None,None,None,None
Fahd Youssef,Al-Shorta SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,€300k
Jorge Gotor,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Mohd Hafiz Kamal,Immigration FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Riyatno Abiyoso,Madura United FC,https://img.a.transfermarkt.technology/portrait/small/663261-1648269526.jpg?lm=1,24,€150k
Halix Fenix-Way Production,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Yusuf Efendi,Persiba Balikpapan,https://img.a.transfermarkt.technology/portrait/small/506517-1613774525.jpg?lm=1,35,€75k
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Mustafa Safrani,Al-Jaish SC (Syria),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Shayon Harrison,ACSM Politehnica Iasi,https://img.a.transfermarkt.technology/portrait/small/345739-1695119982.png?lm=1,26,€300k
Cammy Bell,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Adrian Leijer,None,https://img.a.transfermarkt.technology/portrait/small/s_43163_7006_2013_05_03_1.jpg?lm=1,37,-
Takahiro Koga,SC Sagamihara,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,€50k
None,None,None,None,None
Shengbin Zhang,Zhuhai 2030,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
None,None,None,None,None
None,None,None,None,None
Dipu Halder,Mohammedan SC (Kolkata),https://img.a.transfermarkt.technology/portrait/small/842571-1619033137.png?lm=1,20,€25k
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Hirokane Harima,Hong Kong Football Club,https://img.a.transfermarkt.technology/portrait/small/395719-1700365322.jpg?lm=1,25,€25k
Wai-Kwan Chu,North District,https://img.a.transfermarkt.technology/portrait/small/532986-1680831554.jpg?lm=1,24,€25k
Chong-Yip Leung,South China,https://img.a.transfermarkt.technology/portrait/small/825082-1639743964.jpg?lm=1,27,-
Danilo Pereira,Paris Saint-Germain,https://img.a.transfermarkt.technology/portrait/small/141050-1668697507.jpg?lm=1,32,€10.00m
Taha Mosa,Al-Fotuwa SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,€75k
None,None,None,None,None
Donbok Lyngdoh,Shillong Lajong FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Jason Barbosa,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Alec Mills,Bentleigh Greens SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Allan Welsh,Adelaide Comets,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Ifrawadi,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Rony Lalenkima,FC Bethlehem,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Robert Petkov,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
None,None,None,None,None
Stefan Valentini,Oakleigh Cannons FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Key United,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Jack Greenwood,Manly United FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Godwin Johnson,Roots Football Club ,https://img.a.transfermarkt.technology/portrait/small/851411-1619117261.png?lm=1,20,-
Osas Saha,PSBS Biak,https://img.a.transfermarkt.technology/portrait/small/595635-1658899012.jpg?lm=1,37,€25k
