name,club,profile_image,year,market_value
Anton Bayko,Stanles Pinsk,https://img.a.transfermarkt.technology/portrait/small/757461-1591190232.png?lm=1,27,-
Ilya Raznov,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Sergey Vakulich,Agro Pelishche,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
László Barna,Derecskei LSE,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,55,-
Vadim Sakadyn,Format Pogranichnaya,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
None,None,None,None,None
Jens Fagerström,Bollklubben-46,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
None,None,None,None,None
Kirill Khristyuk,DYuSSh Ivatsevichi,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Alexi Puno,FC Åland,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
None,None,None,None,None
Artem Gorbunov,Kompositum,https://img.a.transfermarkt.technology/portrait/small/582057-1609140354.png?lm=1,23,-
None,None,None,None,None
Andor Vágó,Bajai LSE,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Donát Reznek,Gödöllői SK,https://img.a.transfermarkt.technology/portrait/small/s_174243_6058_2012_1.jpg?lm=1,29,-
Tamás Balogh,Jamina SE ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,56,-
Máté Ferenczi,Mogyoród FC,https://img.a.transfermarkt.technology/portrait/small/s_196550_6049_2010_1.jpg?lm=1,31,-
György Katona,Cigánd SE,https://img.a.transfermarkt.technology/portrait/small/s_190254_6056_2010_2.jpg?lm=1,35,-
Zsolt Sztrunga,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_184061_6049_2010_1.jpg?lm=1,31,-
Nikita Zhila,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Sergey Dichenkov,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Gold Star Sports,None,None,None,None
Sebastian Nyman,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Aksel Svensson,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
János Birtalan,None,https://img.a.transfermarkt.technology/portrait/small/s_184544_279_2012_1.jpg?lm=1,31,-
Dániel Kovács,Balatonlelle SE,https://img.a.transfermarkt.technology/portrait/small/s_86664_24023_2012_2.jpg?lm=1,33,-
None,None,None,None,None
Daniil Grigorjev,FK Ufa,https://img.a.transfermarkt.technology/portrait/small/685771-1567007711.png?lm=1,21,€200k
Gergö Tátrai,Edelény FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Balázs Kádár,Úrkút SK,https://img.a.transfermarkt.technology/portrait/small/s_162716_27178_2012_1.jpg?lm=1,32,-
András Karakai,Hévíz SK,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Richárd Illés,Hidasnemeti VSC,https://img.a.transfermarkt.technology/portrait/small/s_148616_9241_2010_1.jpg?lm=1,32,-
Balázs Demkó,Parasznya SE,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Patrik Husanik,MSK Tisovec,https://img.a.transfermarkt.technology/portrait/small/162188-1430748614.jpg?lm=1,32,-
Juliano Baptista,None,https://img.a.transfermarkt.technology/portrait/small/484369-1579597228.png?lm=1,23,-
Artur Sagitov,CS Bosa,https://img.a.transfermarkt.technology/portrait/small/582070-1569562791.png?lm=1,23,-
Rail Abdullin,Rubin 2 Kazan,https://img.a.transfermarkt.technology/portrait/small/419666-1636041172.png?lm=1,23,-
Vladislav Lapitskiy,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Donát Nyisalovits,Unknown,https://img.a.transfermarkt.technology/portrait/small/s_159219_24031_2010_1.jpg?lm=1,33,-
Gábor Nyircsák,Bőcs KSC,https://img.a.transfermarkt.technology/portrait/small/s_162134_11420_2010_1.jpg?lm=1,31,-
Roland Domonyi,Nagykáta SE,https://img.a.transfermarkt.technology/portrait/small/s_161991_33524_2012_1.jpg?lm=1,32,-
None,None,None,None,None
Ivan Lagutin,Torpedo Volzhskiy,https://img.a.transfermarkt.technology/portrait/small/598707-1553798644.png?lm=1,24,-
Vladislav Lizenko,Dinamo Stavropol,https://img.a.transfermarkt.technology/portrait/small/616421-1635850839.png?lm=1,23,-
Laszló Mészarós,Csepel FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,46,-
Glory Group Ltd.,None,None,None,None
Ádám Pandur,Kadarkút KSK,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Emil Gallyamov,None,https://img.a.transfermarkt.technology/portrait/small/691778-1567046834.png?lm=1,22,-
Danil Sharafutdinov,Without Club,https://img.a.transfermarkt.technology/portrait/small/745912-1582290516.png?lm=1,22,-
Ilya Radkevich,Blonianka Blonie,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Vladislav Trakhimchik,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Ferenc Gergulás,Barcsi SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Leonid Kondratjev,None,https://img.a.transfermarkt.technology/portrait/small/604930-1553273649.png?lm=1,22,-
Pavel Kuptsov,FK Gorki,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
None,None,None,None,None
Dániel Baranyai,Nemesvidi LC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
István Tompa,Barcsi SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Bence Végh,MTK Budapest,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€75k
Máté Vass,THSE Szabadkikötő,https://img.a.transfermarkt.technology/portrait/small/s_110505_3552_2012_1.jpg?lm=1,33,-
Kirill Shvedov,Torpedo Volzhskiy,https://img.a.transfermarkt.technology/portrait/small/598710-1553799714.png?lm=1,23,-
Bence Illés,SC Sopron,https://img.a.transfermarkt.technology/portrait/small/626462-1572156600.jpg?lm=1,22,-
Sergey Akinin,None,https://img.a.transfermarkt.technology/portrait/small/600682-1545253973.png?lm=1,25,-
None,None,None,None,None
Artem Shitko,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Goalogy Consulting,None,None,None,None
Alfred Zakharyaev,None,https://img.a.transfermarkt.technology/portrait/small/601380-1545254870.png?lm=1,22,-
Nikolay Cherkay,None,https://img.a.transfermarkt.technology/portrait/small/600687-1545253841.png?lm=1,24,-
None,None,None,None,None
Ivan Rukhlov,FK Cherepovets,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Viktor Miklos,Nyúl SC,https://img.a.transfermarkt.technology/portrait/small/108428-1438089867.jpg?lm=1,29,-
None,None,None,None,None
Vladimir Gavrilenko,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,52,-
Akassou Akran,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
László Takács,Csepel FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,68,-
Roman Burets,Traktor Minsk,https://img.a.transfermarkt.technology/portrait/small/295686-1680182880.png?lm=1,26,-
None,None,None,None,None
Dániel Bozsoki,Algyöi SK,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Szabolcs Horváth,Felsötárkány SC,https://img.a.transfermarkt.technology/portrait/small/s_103275_9241_2009_1.jpg?lm=1,34,-
Richárd Gamal,Budafoki LC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Máté Katona,Soroksár SC,https://img.a.transfermarkt.technology/portrait/small/84839-1470002245.jpg?lm=1,33,-
Sergey Rusak,FK Slutsk,https://img.a.transfermarkt.technology/portrait/small/174079-1651742971.png?lm=1,30,€50k
Artur Kats,FK Molodechno,https://img.a.transfermarkt.technology/portrait/small/433010-1679401994.png?lm=1,28,€75k
Michael R. Nagy Sportmanagement,None,None,None,None
Pál Urbán,Kiskunfélegyházi HTK,https://img.a.transfermarkt.technology/portrait/small/s_125100_12423_2011_1.jpg?lm=1,34,-
