shooting,dribbling_control,passing_vision,tackling_interception,aerial_defense,speed_agility,strength_stamina,decision_making,work_ethic_effort,leadership,teamwork,goalkeeping_abilities,behavioral_attributes,player_traits,club_rating
7.75,12.416666666666666,10.444444444444445,15.416666666666668,10.222222222222223,13.444444444444443,14.555555555555555,15.0,15.555555555555555,8.333333333333334,15.0,2.380952380952381,8.833333333333332,1.6666666666666667,2013.0
9.250000000000002,11.416666666666668,10.61111111111111,14.083333333333334,9.777777777777779,12.888888888888891,14.111111111111109,13.333333333333332,15.444444444444443,7.166666666666667,15.0,1.9999999999999998,8.833333333333332,3.0,1837.0
7.666666666666668,13.333333333333334,9.833333333333334,16.0,11.222222222222221,14.666666666666666,14.777777777777779,15.5,14.777777777777777,7.0,14.666666666666666,1.8571428571428572,9.333333333333332,2.3333333333333335,2042.0
6.5,11.166666666666666,9.055555555555555,15.333333333333332,11.0,13.111111111111109,15.666666666666666,11.833333333333332,16.333333333333332,7.0,15.666666666666666,2.047619047619048,8.833333333333334,3.3333333333333335,1717.0
5.75,11.5,10.222222222222221,13.666666666666666,10.666666666666666,12.666666666666666,14.111111111111112,13.166666666666668,14.111111111111109,7.333333333333334,14.666666666666666,2.0476190476190474,7.833333333333333,2.3333333333333335,1652.0
7.0,11.416666666666666,9.777777777777779,14.0,10.555555555555555,14.222222222222221,14.111111111111112,13.5,15.333333333333334,7.333333333333333,16.666666666666668,2.142857142857143,8.5,2.3333333333333335,1793.0
6.583333333333333,10.999999999999998,9.444444444444445,13.583333333333332,10.333333333333332,13.888888888888888,13.333333333333334,12.333333333333332,14.333333333333334,5.333333333333333,12.333333333333334,2.0476190476190474,7.5,2.3333333333333335,1703.0
8.083333333333334,11.416666666666666,9.444444444444445,14.333333333333332,10.666666666666666,12.555555555555557,14.111111111111109,13.0,14.444444444444443,7.833333333333333,14.0,1.9523809523809523,8.333333333333334,2.3333333333333335,1605.0
7.166666666666667,10.166666666666666,9.555555555555555,14.083333333333334,10.666666666666666,11.777777777777779,13.888888888888888,12.833333333333332,14.888888888888891,6.833333333333334,14.0,2.0476190476190474,8.0,3.0,1587.0
6.333333333333334,9.833333333333334,9.611111111111112,14.333333333333332,9.88888888888889,12.111111111111109,13.333333333333334,12.833333333333334,14.555555555555557,6.333333333333334,15.666666666666666,1.5714285714285714,7.0,2.3333333333333335,1596.0
7.583333333333334,10.75,8.944444444444445,14.333333333333332,10.777777777777777,10.666666666666666,14.0,13.666666666666668,14.333333333333334,8.166666666666666,14.333333333333334,2.333333333333333,7.166666666666666,2.6666666666666665,1545.0
6.916666666666666,10.666666666666666,9.055555555555555,13.166666666666666,9.777777777777779,12.777777777777779,14.222222222222221,11.666666666666668,12.666666666666666,7.166666666666667,13.0,2.047619047619048,7.833333333333333,2.0,1685.0
6.916666666666667,9.5,8.277777777777779,13.666666666666666,9.666666666666666,11.666666666666666,13.444444444444443,12.166666666666668,13.666666666666666,7.833333333333334,16.0,2.238095238095238,9.166666666666666,2.6666666666666665,1709.0
8.75,11.0,9.944444444444445,14.083333333333334,9.444444444444445,12.888888888888888,13.666666666666666,13.666666666666668,14.333333333333334,7.166666666666667,15.0,1.9523809523809526,6.666666666666667,1.6666666666666667,1686.0
6.25,11.583333333333334,8.666666666666668,14.0,10.11111111111111,12.888888888888888,12.888888888888891,13.5,14.0,7.166666666666667,13.666666666666666,2.1904761904761907,7.333333333333333,2.3333333333333335,1685.0
7.000000000000001,10.916666666666666,9.944444444444445,12.75,9.666666666666668,12.333333333333334,14.0,11.666666666666668,13.555555555555555,7.666666666666666,13.0,1.9047619047619049,7.666666666666667,2.3333333333333335,1478.0
6.500000000000001,8.75,7.888888888888889,14.083333333333334,10.777777777777779,11.111111111111112,13.777777777777777,11.5,14.333333333333334,9.0,15.333333333333334,2.142857142857143,8.0,2.0,1382.0
7.666666666666667,10.416666666666666,10.111111111111112,14.0,10.222222222222223,11.555555555555555,13.666666666666666,12.5,16.0,7.833333333333333,14.333333333333334,2.333333333333333,8.166666666666666,2.0,1468.0
6.333333333333334,9.75,8.333333333333334,13.583333333333332,10.777777777777777,12.111111111111112,13.777777777777777,12.166666666666668,13.888888888888888,7.0,16.0,1.9999999999999998,8.666666666666666,1.6666666666666667,1567.0
8.833333333333334,10.666666666666668,9.666666666666666,12.666666666666668,10.555555555555555,13.444444444444443,14.222222222222221,11.0,12.888888888888891,6.333333333333333,12.666666666666666,2.5714285714285716,6.833333333333333,1.0,1457.0
7.333333333333333,8.5,8.111111111111112,13.416666666666666,11.444444444444443,11.222222222222221,13.333333333333334,11.5,14.888888888888891,8.666666666666666,15.0,1.9523809523809526,8.5,2.3333333333333335,1698.0
5.666666666666666,9.666666666666666,8.944444444444445,13.749999999999998,10.333333333333334,11.444444444444445,13.777777777777777,13.833333333333332,13.888888888888891,7.333333333333333,13.666666666666666,2.0,6.833333333333334,1.6666666666666667,1512.0
6.25,9.166666666666666,8.666666666666666,13.583333333333334,8.777777777777777,12.222222222222223,13.222222222222221,11.5,15.222222222222223,6.333333333333334,16.0,1.9999999999999998,8.0,2.6666666666666665,1517.0
9.833333333333334,9.75,9.833333333333334,12.833333333333334,10.11111111111111,11.333333333333334,13.555555555555555,12.333333333333334,13.555555555555555,5.333333333333333,13.666666666666666,2.047619047619048,7.0,2.6666666666666665,1572.0
8.416666666666668,10.166666666666666,9.11111111111111,13.000000000000002,10.333333333333334,13.111111111111112,14.444444444444445,12.5,13.777777777777777,7.5,13.333333333333334,2.1904761904761907,7.833333333333333,2.0,1413.0
6.416666666666667,8.166666666666666,8.111111111111112,13.0,10.444444444444445,10.777777777777777,13.888888888888891,11.5,15.777777777777777,8.333333333333334,14.0,2.380952380952381,8.166666666666666,2.3333333333333335,1472.0
7.166666666666666,10.0,9.444444444444446,12.499999999999998,10.333333333333332,12.0,13.222222222222223,11.666666666666668,15.222222222222223,7.166666666666666,13.333333333333334,1.9047619047619049,8.5,2.3333333333333335,1459.0
6.416666666666667,9.416666666666668,8.0,13.833333333333334,11.111111111111109,12.0,13.888888888888888,12.5,14.222222222222221,6.833333333333333,12.333333333333334,2.1904761904761907,7.666666666666667,1.6666666666666667,1750.0
7.416666666666667,9.666666666666668,8.0,13.833333333333334,10.11111111111111,13.0,13.888888888888891,12.333333333333332,13.888888888888891,7.166666666666667,13.666666666666666,2.0952380952380953,7.333333333333333,2.0,1605.0
7.583333333333333,9.583333333333334,10.38888888888889,12.333333333333334,9.555555555555555,12.444444444444445,13.888888888888888,11.166666666666668,14.666666666666666,7.0,14.0,1.4761904761904763,7.166666666666666,2.3333333333333335,1714.0
